"","ID","BORO","BLOCK","LOT","TXCL","ZIP","YRB","TOT_UNIT","RES_UNIT","STR_NAME","BLDGCL","HNUM_LO","HNUM_HI","VALUE_10","VALUE_11","VALUE_12","VALUE_13","VALUE_14","VALUE_15","VALUE_16","VALUE_17","VALUE_18","VALUE_19","VALUE_20","VALUE_21","VALUE_22","VALUE_23"
"5684","1109-50",3,1109,"50","1",11215,1905,2,2,"WINDSOR PLACE","B1","000000000117","000000000117",972000,1004000,1053000,1174000,1273000,1507000,1683000,1935000,2283000,1843000,2130000,2039000,1878000,2301000
"5685","1109-51",3,1109,"51","1",11215,1905,2,2,"WINDSOR PLACE","B1","000000000115","000000000115",972000,1004000,1053000,1171000,1270000,1506000,1683000,1935000,2283000,1843000,2130000,2039000,1878000,2020000
"5686","1109-52",3,1109,"52","1",11215,1905,2,2,"WINDSOR PLACE","B1","000000000113","000000000113",979000,1010000,1076000,1200000,1323000,1381000,1657000,1944000,2480000,2002000,1875000,1968000,1911000,2340000
"5687","1109-53",3,1109,"53","1",11215,1905,2,2,"WINDSOR PLACE","B1","000000000111","000000000111",875000,1033000,986000,1055000,1103000,1006000,1207000,1629000,2127000,1996000,2228000,2188000,1804000,2244000
"5688","1109-54",3,1109,"54","1",11215,1905,2,2,"WINDSOR PLACE","B1","000000000109","000000000109",1138000,1140000,1145000,1288000,1361000,1258000,1510000,2038000,2496000,2014000,2635000,2913000,2758000,3e+06
"5689","1109-55",3,1109,"55","1",11215,1905,2,2,"WINDSOR PLACE","B1","000000000107","000000000107",872000,1031000,983000,1043000,1089000,996000,1195000,1613000,2115000,1988000,2228000,2188000,1804000,2244000
"5690","1109-56",3,1109,"56","1",11215,1905,2,2,"WINDSOR PLACE","B1","000000000105","000000000105",872000,1031000,983000,1180000,1250000,1276000,1462000,1840000,2115000,1988000,2228000,2188000,1804000,2244000
"5691","1109-57",3,1109,"57","1",11215,1905,2,2,"WINDSOR PLACE","B1","000000000103","000000000103",875000,1033000,986000,1063000,1112000,1008000,1210000,1634000,2139000,1996000,2048000,2177000,2152000,2316000
"5692","1109-127",3,1109,"127","1",11215,1905,2,2,"16 STREET","B1","000000000408","000000000408",872000,1031000,983000,1064000,1114000,1003000,1204000,1625000,2115000,1988000,2228000,2188000,1804000,2244000
"5693","1109-131",3,1109,"131","1",11215,1905,2,2,"16 STREET","B1","000000000418","000000000418",972000,1004000,1053000,1217000,1325000,1518000,1683000,1935000,2283000,1843000,2130000,2039000,1878000,2301000
"5694","1110-2",3,1110,"2","1",11215,0,3,2,"PROSPECT PARK WEST","S2","000000000231","000000000231",605000,623000,623000,620000,627000,752000,902000,1082000,1298000,1392000,1670000,1921000,1991000,2120000
"5695","1110-3",3,1110,"3","1",11215,0,3,2,"PROSPECT PARK WEST","S2","000000000229","000000000229",605000,623000,623000,620000,627000,752000,902000,1082000,1298000,1392000,1670000,1921000,1976000,2100000
"5696","1110-4",3,1110,"4","1",11215,1920,3,2,"PROSPECT PARK WEST","S2","000000000225","000000000225",605000,623000,623000,620000,627000,752000,902000,1082000,1298000,1392000,1670000,1921000,1984000,2110000
"5697","1110-5",3,1110,"5","1",11215,0,3,2,"PROSPECT PARK WEST","S2","000000000223","000000000223",605000,623000,623000,620000,627000,752000,902000,1082000,1298000,1392000,1670000,1921000,1976000,2100000
"5698","1110-6",3,1110,"6","1",11215,0,3,2,"PROSPECT PARK WEST","S2","000000000221","000000000221",605000,623000,623000,620000,627000,752000,902000,1082000,1298000,1392000,1670000,1921000,2007000,2251000
"5699","1110-7",3,1110,"7","1",11215,1921,3,2,"PROSPECT PARK WEST","S2","000000000219","000000000219",605000,623000,623000,620000,627000,752000,902000,1082000,1298000,1392000,1670000,1921000,1984000,2110000
"5700","1110-8",3,1110,"8","1",11215,0,3,2,"PROSPECT PARK WEST","S2","000000000217","000000000217",605000,623000,623000,620000,627000,752000,902000,1082000,1298000,1392000,1670000,1921000,1984000,2110000
"5701","1110-9",3,1110,"9","1",11215,0,3,2,"PROSPECT PARK WEST","S2","000000000215","000000000215",605000,623000,623000,620000,627000,752000,902000,1082000,1298000,1392000,1670000,1921000,3035000,3545000
"5702","1110-11",3,1110,"11","1",11215,1910,3,3,"16 STREET","C0","000000000442","000000000442",931000,919000,1149000,1296000,1339000,1607000,1802000,1773000,2289000,2619000,2224000,2317000,2243000,2905000
"5703","1110-12",3,1110,"12","1",11215,1910,3,3,"16 STREET","C0","000000000444","000000000444",929000,917000,1146000,1318000,1366000,1639000,1799000,1766000,2384000,2605000,2388000,2276000,2164000,2803000
"5704","1110-13",3,1110,"13","1",11215,1910,3,3,"16 STREET","C0","000000000446","000000000446",929000,917000,1146000,1321000,1369000,1643000,1795000,1767000,2274000,2604000,2224000,2317000,2243000,2905000
"5705","1110-18",3,1110,"18","1",11215,1910,3,3,"16 STREET","C0","000000000456","000000000456",929000,917000,1146000,1320000,1368000,1642000,1795000,1767000,2274000,2604000,2224000,2317000,2243000,2905000
"5706","1110-19",3,1110,"19","1",11215,1910,3,3,"16 STREET","C0","000000000458","000000000458",929000,917000,1146000,1322000,1371000,1645000,1799000,1766000,2384000,2605000,2388000,2276000,2164000,2803000
"5707","1110-20",3,1110,"20","1",11215,1910,3,3,"16 STREET","C0","000000000460","000000000460",946000,879000,1099000,1293000,1397000,1637000,1668000,1719000,2298000,2529000,2268000,2322000,2043000,2483000
"5708","1110-21",3,1110,"21","1",11215,1910,3,3,"16 STREET","C0","000000000462","000000000462",950000,881000,1101000,1310000,1418000,1650000,1676000,1730000,2323000,2552000,2101000,2361000,2117000,2742000
"5709","1110-22",3,1110,"22","1",11215,1901,2,2,"16 STREET","B3","000000000464","000000000464",908000,977000,1221000,1099000,1160000,1184000,1406000,1898000,2166000,2298000,2308000,2087000,1952000,2494000
"5710","1110-23",3,1110,"23","1",11215,1901,2,2,"16 STREET","B3","00000000464A","00000000464A",908000,977000,1221000,1099000,1160000,1184000,1406000,1898000,2166000,2298000,2308000,2087000,1952000,2494000
"5711","1110-24",3,1110,"24","1",11215,1901,2,2,"16 STREET","B3","000000000466","000000000466",908000,977000,1221000,1100000,1161000,1185000,1406000,1898000,2166000,2298000,2308000,2087000,1952000,2494000
"5712","1110-25",3,1110,"25","1",11215,1901,2,2,"16 STREET","B3","000000000468","000000000468",908000,977000,1221000,1100000,1161000,1185000,1406000,1898000,2166000,2298000,2308000,2087000,1952000,2494000
"5713","1110-26",3,1110,"26","1",11215,1901,2,2,"16 STREET","B3","00000000468A","00000000468A",908000,977000,1221000,1101000,1163000,1187000,1406000,1898000,2166000,2298000,2308000,2087000,1952000,2494000
"5714","1110-27",3,1110,"27","1",11215,1901,2,2,"16 STREET","B3","000000000470","000000000470",908000,977000,1221000,1101000,1163000,1187000,1406000,1898000,2166000,2298000,2308000,2087000,1952000,2494000
"5715","1110-28",3,1110,"28","1",11215,1901,2,2,"16 STREET","B3","000000000472","000000000472",908000,977000,1221000,1094000,1154000,1178000,1406000,1898000,2166000,2298000,2308000,2087000,1952000,2494000
"5716","1110-29",3,1110,"29","1",11215,1901,2,2,"16 STREET","B3","00000000472A","00000000472A",908000,977000,1221000,1094000,1154000,1178000,1406000,1898000,2166000,2298000,2308000,2087000,1952000,2494000
"5717","1110-30",3,1110,"30","1",11215,1901,2,2,"16 STREET","B3","000000000474","000000000474",908000,977000,1221000,1093000,1153000,1177000,1406000,1898000,2166000,2298000,2308000,2087000,1952000,2494000
"5718","1110-31",3,1110,"31","1",11215,1901,2,2,"16 STREET","B3","00000000474A","00000000474A",908000,977000,1221000,1465000,1594000,1363000,1406000,1898000,2166000,2298000,2308000,2087000,1952000,2494000
"5719","1110-32",3,1110,"32","1",11215,1901,2,2,"16 STREET","B3","000000000476","000000000476",904000,973000,1216000,1060000,1105000,1128000,1354000,1828000,2160000,2294000,2292000,2073000,1935000,2472000
"5720","1110-33",3,1110,"33","1",11215,1901,1,1,"16 STREET","A9","000000000478","000000000478",982000,1020000,1e+06,1107000,1211000,1453000,1744000,2341000,2075000,2296000,2387000,2179000,2137000,2647000
"5721","1110-34",3,1110,"34","1",11215,1901,2,2,"16 STREET","B3","00000000478A","00000000478A",906000,975000,1219000,1054000,1102000,1125000,1350000,1823000,2163000,2296000,2300000,2080000,1944000,2483000
"5722","1110-35",3,1110,"35","1",11215,1901,2,2,"16 STREET","B3","000000000480","000000000480",908000,977000,1221000,1076000,1133000,1156000,1387000,1872000,2166000,2298000,2308000,2087000,1952000,2494000
"5723","1110-36",3,1110,"36","1",11215,1901,2,2,"16 STREET","B3","000000000482","000000000482",908000,977000,1221000,1071000,1127000,1150000,1380000,1863000,2166000,2298000,2308000,2087000,1952000,2494000
"5724","1110-37",3,1110,"37","1",11215,1901,2,2,"16 STREET","B3","000000000484","000000000484",909000,978000,1223000,1076000,1127000,1150000,1380000,1863000,2169000,2300000,2317000,2095000,1961000,2505000
"5725","1110-38",3,1110,"38","1",11215,1901,2,2,"16 STREET","B3","000000000486","000000000486",909000,978000,1223000,1071000,1121000,1144000,1373000,1854000,2169000,2300000,2317000,2095000,1961000,2505000
"5726","1110-39",3,1110,"39","1",11215,1901,2,2,"16 STREET","B1","000000000488","000000000488",909000,978000,1223000,1065000,1115000,1138000,1366000,1844000,2169000,2300000,2317000,2095000,2071000,2505000
"5727","1110-40",3,1110,"40","1",11215,1901,2,2,"16 STREET","B3","000000000490","000000000490",911000,980000,1225000,1079000,1135000,1158000,1390000,1877000,2171000,2302000,2325000,2102000,1891000,2449000
"5728","1110-41",3,1110,"41","1",11215,1901,2,2,"16 STREET","B3","000000000492","000000000492",971000,1059000,1039000,1175000,1220000,1464000,1456000,1952000,2132000,2418000,2170000,2439000,2204000,2855000
"5729","1110-43",3,1110,"43","1",11215,1905,3,2,"10 AVENUE","S2","000000001602","000000001602",827000,852000,852000,849000,859000,1031000,1237000,1394000,1673000,1794000,2153000,2476000,2687000,2926000
